EmployeeID,Age,Resigned,BusinessTravel,BusinessUnit,EducationLevel,Gender,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,AverageWeeklyHoursWorked,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInRole,YearsSinceLastPromotion,YearsWithCurrManager
7291,31,No,Travel_Rarely,Sales,1,Male,4,Single,6582,4,Yes,13,3,45.0,10,2,4,6,5,0,5
9099,42,No,Travel_Rarely,Consultants,3,Male,1,Married,7406,1,Yes,21,4,51.0,10,5,2,10,9,5,8
7547,45,No,Travel_Rarely,Sales,3,Male,2,Married,4805,0,No,19,3,40.0,9,3,4,8,7,3,7
4997,26,Yes,Travel_Frequently,Business Operations,4,Female,3,Divorced,2741,0,Yes,11,3,56.0,8,2,2,7,7,1,0
3417,29,No,Travel_Rarely,Consultants,3,Male,4,Divorced,4262,4,No,12,3,40.0,8,2,4,3,2,1,2
1090,33,No,Travel_Rarely,Consultants,5,Female,3,Divorced,16184,4,No,19,3,40.0,10,2,3,6,1,0,5
2746,31,No,Travel_Rarely,Sales,3,Male,4,Divorced,11557,9,No,21,4,40.0,10,3,2,5,4,0,1
7965,18,Yes,Travel_Frequently,Sales,3,Male,2,Single,1878,1,Yes,14,3,51.0,0,3,3,0,0,0,0
4585,40,No,Non-Travel,Sales,3,Male,1,Divorced,10932,3,No,15,3,40.0,20,2,3,1,0,0,1
3881,41,No,Non-Travel,Consultants,4,Female,3,Single,6811,2,Yes,17,3,48.0,10,3,3,8,7,0,7
9486,26,No,Travel_Rarely,Sales,2,Male,3,Divorced,4306,5,No,12,3,40.0,8,5,3,0,0,0,0
8611,35,No,Travel_Rarely,Sales,3,Female,3,Single,4859,1,No,16,3,40.0,5,3,3,5,4,0,3
1822,34,No,Travel_Rarely,Sales,4,Male,4,Single,5337,1,No,12,3,40.0,10,3,3,10,7,5,7
5082,26,Yes,Travel_Rarely,Consultants,3,Male,4,Single,2340,1,Yes,18,3,63.0,1,3,1,1,0,0,0
2988,37,No,Travel_Rarely,Consultants,3,Female,4,Single,7491,4,No,17,3,40.0,12,3,4,6,5,1,2
8478,46,No,Travel_Frequently,Consultants,1,Female,3,Married,10527,5,No,11,3,40.0,28,3,2,2,2,1,2
3184,41,No,Travel_Rarely,Sales,5,Female,1,Married,16595,7,No,16,3,40.0,22,2,3,18,16,11,8
8612,37,No,Non-Travel,Sales,4,Male,2,Divorced,8834,1,No,13,3,40.0,9,6,3,9,5,7,7
6198,52,No,Travel_Rarely,Consultants,2,Male,1,Divorced,5577,3,Yes,12,3,48.0,18,3,3,10,9,6,9
8251,32,Yes,Non-Travel,Sales,4,Male,3,Married,4707,8,No,12,3,40.0,6,2,3,4,2,1,2
9270,24,No,Travel_Frequently,Sales,3,Male,4,Married,2400,0,No,13,3,40.0,3,3,3,2,2,2,1
7991,38,No,Travel_Rarely,Consultants,3,Female,3,Married,9824,3,No,19,3,40.0,18,4,3,1,0,0,0
8305,37,No,Travel_Rarely,Consultants,4,Female,2,Married,6447,6,No,12,3,40.0,8,2,2,6,5,4,3
3607,49,No,Travel_Rarely,Consultants,4,Male,3,Divorced,19502,1,Yes,17,3,49.0,31,5,3,31,9,0,9
8777,24,No,Travel_Rarely,Consultants,3,Male,4,Married,2725,1,Yes,11,3,47.0,6,3,3,6,5,1,4
8373,26,No,Travel_Rarely,Sales,2,Male,2,Married,6272,1,No,20,4,40.0,6,5,4,5,3,1,4
5246,24,No,Travel_Rarely,Consultants,2,Male,2,Married,2127,1,No,21,4,40.0,1,2,3,1,0,0,0
5050,50,No,Travel_Frequently,Business Operations,3,Male,2,Married,18200,1,No,11,3,40.0,32,2,3,32,5,10,7
5543,25,No,Travel_Rarely,Sales,1,Male,3,Married,2096,1,No,11,3,40.0,7,1,3,7,4,0,6
8939,24,Yes,Travel_Frequently,Consultants,3,Female,3,Married,2886,1,Yes,16,3,52.0,6,4,3,6,3,1,2
4919,30,Yes,Travel_Frequently,Sales,4,Male,1,Married,2033,1,No,18,3,40.0,1,2,4,1,0,0,0
5499,34,No,Travel_Rarely,Consultants,2,Male,4,Married,3622,1,Yes,13,3,47.0,6,3,3,6,5,1,3
8206,31,Yes,Travel_Rarely,Sales,4,Male,1,Divorced,4233,2,No,17,3,40.0,9,2,1,3,1,1,2
2269,35,No,Travel_Rarely,Consultants,2,Male,4,Single,3681,4,No,14,3,40.0,9,3,3,3,2,0,2
5681,31,No,Travel_Rarely,Sales,4,Male,4,Divorced,5460,4,No,22,4,40.0,13,4,4,7,7,5,7
4841,27,No,Travel_Rarely,Consultants,4,Female,3,Divorced,2187,0,No,12,3,40.0,6,5,2,5,3,0,3
5451,37,No,Travel_Rarely,Sales,3,Male,3,Married,9602,4,Yes,11,3,52.0,17,3,2,3,0,1,0
6502,20,No,Travel_Rarely,Consultants,3,Female,2,Single,2836,1,No,13,3,40.0,1,0,4,1,0,0,0
6238,42,No,Travel_Rarely,Consultants,4,Female,4,Married,4089,1,No,13,3,40.0,10,4,3,10,2,2,2
2320,43,No,Travel_Rarely,Consultants,4,Male,4,Divorced,16627,4,Yes,14,3,54.0,21,3,2,1,0,0,0
3267,38,No,Travel_Rarely,Consultants,1,Female,1,Single,2619,3,No,17,3,40.0,8,3,2,0,0,0,0
3471,43,No,Travel_Frequently,Consultants,5,Male,3,Divorced,5679,3,Yes,13,3,47.0,10,3,3,8,7,4,7
4788,48,No,Travel_Rarely,Consultants,4,Female,1,Married,15402,7,No,11,3,40.0,21,3,1,3,2,0,2
7275,44,No,Travel_Rarely,Business Operations,4,Female,3,Single,5985,4,No,11,3,40.0,10,1,4,2,2,0,2
3503,34,No,Travel_Rarely,Sales,3,Female,3,Divorced,2579,1,Yes,18,3,49.0,8,3,3,8,2,0,6
4505,27,Yes,Travel_Rarely,Sales,1,Male,1,Divorced,3041,0,No,11,3,40.0,5,3,3,4,3,0,2
2052,21,No,Travel_Rarely,Sales,1,Male,3,Single,3447,1,No,11,3,40.0,3,2,3,3,2,1,2
7797,44,No,Travel_Rarely,Consultants,4,Male,4,Married,19513,4,Yes,12,3,45.0,26,2,4,2,2,0,1
7678,22,No,Travel_Rarely,Consultants,1,Male,3,Married,2773,0,No,20,4,40.0,3,3,3,2,2,2,2
6421,33,No,Travel_Rarely,Sales,4,Male,3,Divorced,7104,0,No,12,3,40.0,6,3,3,5,0,1,2
8633,32,No,Travel_Rarely,Consultants,4,Female,4,Married,6322,1,Yes,12,3,52.0,6,2,2,6,4,0,5
7812,30,No,Travel_Frequently,Consultants,3,Female,3,Divorced,2083,1,No,20,4,40.0,1,2,3,1,0,0,0
2020,53,No,Travel_Rarely,Sales,1,Female,1,Single,8381,7,No,20,4,40.0,18,2,4,14,7,8,10
4388,34,No,Travel_Rarely,Consultants,5,Male,4,Married,2691,1,No,12,3,40.0,10,4,2,10,9,8,8
7883,45,Yes,Travel_Frequently,Sales,4,Female,1,Married,4286,2,No,14,3,40.0,5,4,3,1,1,0,0
7381,26,No,Travel_Rarely,Consultants,3,Female,4,Married,2659,1,Yes,13,3,49.0,3,2,3,3,2,0,2
1320,37,No,Travel_Rarely,Consultants,3,Male,3,Married,9434,1,No,15,3,40.0,10,2,3,10,7,7,8
7232,29,No,Travel_Rarely,Sales,2,Female,3,Married,5561,1,No,14,3,40.0,6,5,2,6,0,1,2
8814,35,No,Travel_Rarely,Consultants,4,Male,4,Single,6646,1,No,13,3,40.0,17,3,3,17,11,11,8
1096,33,No,Travel_Frequently,Consultants,3,Male,4,Divorced,7725,3,No,23,4,40.0,15,2,1,13,11,4,7
6763,54,No,Travel_Rarely,Business Operations,4,Male,2,Married,10725,2,No,15,3,40.0,16,1,4,9,7,7,1
5892,36,No,Travel_Rarely,Consultants,2,Male,2,Divorced,8847,2,Yes,11,3,50.0,13,2,3,3,2,0,2
7389,27,No,Travel_Rarely,Consultants,4,Male,4,Single,2045,0,No,13,3,40.0,5,0,3,4,2,1,1
7865,20,Yes,Travel_Rarely,Consultants,1,Male,3,Single,1009,1,Yes,11,3,51.0,1,5,3,1,0,1,1
4613,33,Yes,Travel_Frequently,Consultants,3,Male,1,Single,3348,1,Yes,11,3,50.0,10,3,3,10,8,9,7
8999,35,No,Non-Travel,Consultants,3,Male,3,Married,1281,1,No,18,3,40.0,1,3,3,1,0,0,0
4595,23,No,Travel_Rarely,Consultants,3,Male,1,Married,2819,2,No,16,3,40.0,5,3,4,3,2,0,2
5471,25,No,Travel_Rarely,Sales,3,Male,2,Married,4851,0,No,22,4,40.0,4,4,3,3,2,1,2
8140,38,No,Travel_Rarely,Sales,4,Female,4,Single,4028,0,No,20,4,40.0,8,2,3,7,7,0,5
9772,29,No,Travel_Frequently,Consultants,4,Male,4,Divorced,2720,1,No,18,3,40.0,10,5,3,10,7,2,8
1475,48,No,Travel_Rarely,Sales,1,Male,2,Married,8120,3,No,12,3,40.0,12,3,3,2,2,2,2
7371,27,No,Travel_Frequently,Sales,1,Female,4,Divorced,4647,1,Yes,20,4,48.0,6,3,3,6,5,0,4
6507,37,No,Travel_Rarely,Consultants,2,Male,4,Single,4680,3,No,17,3,40.0,4,2,3,1,0,0,0
7624,50,No,Travel_Rarely,Consultants,1,Male,3,Married,3221,1,Yes,11,3,47.0,20,3,3,20,8,3,8
3704,34,No,Travel_Rarely,Consultants,3,Female,2,Single,8621,1,No,14,3,40.0,9,3,4,8,7,7,7
8657,24,Yes,Travel_Rarely,Sales,2,Female,3,Single,4577,9,No,14,3,40.0,4,3,3,2,2,2,0
3091,39,No,Travel_Rarely,Consultants,4,Female,3,Single,4553,1,No,11,3,40.0,20,4,3,20,7,11,10
1441,32,No,Travel_Rarely,Sales,3,Male,4,Single,5396,1,No,12,3,40.0,10,2,2,10,7,0,8
7455,50,Yes,Travel_Frequently,Sales,2,Male,3,Married,6796,3,Yes,14,3,52.0,18,4,3,4,3,1,3
1444,38,No,Travel_Rarely,Consultants,4,Female,4,Single,7625,0,No,13,3,40.0,10,4,2,9,7,1,8
2375,27,No,Travel_Rarely,Consultants,2,Female,1,Married,7412,1,No,11,3,40.0,9,3,3,9,7,0,7
8022,32,No,Travel_Rarely,Consultants,2,Female,4,Single,11159,3,No,15,3,40.0,10,6,3,7,7,7,7
3223,47,No,Travel_Rarely,Sales,4,Male,1,Single,4960,2,No,12,3,40.0,20,2,3,7,7,1,7
8564,40,No,Travel_Frequently,Sales,4,Male,1,Married,10475,5,Yes,21,4,49.0,20,2,3,18,13,1,12
3977,53,No,Travel_Rarely,Consultants,3,Male,3,Married,14814,3,No,19,3,40.0,32,3,3,5,1,1,3
1823,41,No,Travel_Rarely,Business Operations,4,Male,4,Divorced,19141,3,No,15,3,40.0,23,2,2,21,6,12,6
5262,60,No,Travel_Rarely,Sales,4,Male,1,Single,5405,8,No,14,3,40.0,10,1,3,2,2,2,2
9583,27,No,Travel_Frequently,Consultants,2,Male,1,Divorced,8793,1,No,21,4,40.0,9,4,2,9,7,1,7
6363,41,No,Travel_Rarely,Business Operations,3,Male,3,Married,19189,1,No,12,3,40.0,22,3,3,22,7,2,10
4467,50,No,Travel_Rarely,Sales,4,Male,2,Married,3875,7,No,15,3,40.0,4,2,3,2,2,2,2
8449,28,Yes,Travel_Rarely,Consultants,2,Female,2,Single,2216,7,Yes,13,3,50.0,10,4,3,7,7,3,7
6355,36,No,Non-Travel,Consultants,3,Female,1,Married,11713,9,No,14,3,40.0,10,2,3,8,7,0,5
6529,38,No,Travel_Rarely,Consultants,3,Female,3,Single,7861,4,Yes,14,3,47.0,10,4,4,1,0,0,0
9461,44,No,Non-Travel,Consultants,3,Male,3,Single,3708,2,No,14,3,40.0,9,5,3,5,2,1,4
5558,47,No,Travel_Frequently,Sales,3,Female,3,Divorced,13770,9,Yes,12,3,53.0,28,2,2,22,2,11,13
7906,30,No,Travel_Rarely,Sales,5,Male,4,Divorced,5304,7,No,23,4,40.0,10,2,2,8,7,7,7
5133,29,No,Travel_Rarely,Sales,3,Male,3,Single,2642,1,No,11,3,40.0,1,6,3,1,0,0,0
2341,42,Yes,Travel_Frequently,Consultants,3,Male,3,Divorced,2759,6,Yes,12,3,52.0,7,2,3,2,2,2,2
8705,43,No,Travel_Frequently,Sales,3,Male,4,Married,6804,3,No,18,3,40.0,7,5,3,2,2,2,2
1317,34,No,Travel_Rarely,Consultants,2,Female,3,Single,6142,3,No,11,3,40.0,10,2,3,5,1,4,3
1853,23,No,Travel_Rarely,Consultants,1,Male,1,Married,2500,1,No,14,3,40.0,5,2,4,4,3,0,2
6733,39,No,Travel_Rarely,Business Operations,3,Female,2,Married,6389,9,No,15,3,40.0,12,3,1,8,3,3,6
4673,56,No,Travel_Rarely,Consultants,3,Male,4,Married,11103,7,No,11,3,40.0,30,1,2,10,7,1,1
2124,40,No,Travel_Rarely,Consultants,1,Female,4,Single,2342,0,Yes,20,4,50.0,5,2,2,4,2,2,3
1659,27,No,Travel_Rarely,Consultants,3,Female,1,Single,6811,8,No,19,3,40.0,9,2,1,7,6,0,7
1508,29,No,Travel_Rarely,Sales,3,Male,2,Divorced,2297,1,No,14,3,40.0,2,2,3,2,2,2,2
5051,53,No,Travel_Rarely,Consultants,3,Male,4,Single,2450,2,No,17,3,40.0,19,4,3,2,2,2,2
4266,35,No,Non-Travel,Consultants,4,Female,1,Divorced,5093,2,No,11,3,40.0,16,2,4,1,0,0,0
1333,32,No,Travel_Frequently,Consultants,4,Male,4,Married,5309,1,No,15,3,40.0,10,2,3,10,8,4,7
3496,38,No,Travel_Rarely,Consultants,5,Male,3,Married,3057,6,Yes,13,3,62.0,6,0,1,1,0,0,1
4908,34,No,Travel_Rarely,Consultants,5,Female,1,Divorced,5121,3,No,14,3,40.0,7,3,3,0,0,0,0
3068,52,No,Travel_Rarely,Sales,4,Male,1,Married,16856,1,No,11,3,40.0,34,3,4,34,6,1,16
8758,33,Yes,Travel_Rarely,Consultants,4,Male,4,Single,2686,1,Yes,13,3,55.0,10,2,2,10,9,7,8
2874,25,No,Travel_Rarely,Sales,1,Female,4,Single,6180,1,No,23,4,40.0,6,5,2,6,5,1,4
4571,45,No,Travel_Rarely,Sales,2,Male,3,Single,6632,0,No,13,3,40.0,9,3,3,8,7,3,1
8619,23,No,Travel_Rarely,Consultants,1,Male,3,Single,3505,1,No,18,3,40.0,2,3,3,2,2,0,2
5198,47,Yes,Travel_Frequently,Sales,2,Female,3,Single,6397,4,Yes,12,3,51.0,8,2,3,5,4,1,3
7043,34,No,Travel_Rarely,Sales,3,Male,4,Single,6274,1,No,22,4,40.0,6,5,3,6,5,1,4
3749,55,Yes,Travel_Rarely,Consultants,3,Male,1,Married,19859,5,Yes,13,3,51.0,24,2,3,5,2,1,4
9886,36,No,Non-Travel,Sales,4,Male,1,Single,7587,1,No,15,3,40.0,10,1,3,10,7,0,9
3683,52,No,Non-Travel,Consultants,4,Male,4,Married,4258,0,No,18,3,40.0,5,3,3,4,3,1,2
6096,26,No,Travel_Frequently,Consultants,2,Female,4,Divorced,4364,3,No,14,3,40.0,5,2,3,2,2,2,0
9642,29,No,Travel_Rarely,Consultants,3,Female,3,Married,4335,4,No,12,3,40.0,11,3,2,8,7,1,1
1420,26,Yes,Travel_Rarely,Sales,3,Male,1,Single,5326,6,No,17,3,40.0,6,2,2,4,3,1,2
6111,34,No,Travel_Rarely,Consultants,4,Female,4,Single,3280,2,No,16,3,40.0,10,2,3,4,2,1,3
7149,54,No,Travel_Rarely,Consultants,4,Female,1,Divorced,5485,9,Yes,11,3,47.0,9,4,3,5,3,1,4
7498,27,No,Travel_Frequently,Sales,1,Male,4,Married,4342,0,No,19,3,40.0,5,3,3,4,2,1,1
4249,37,No,Travel_Rarely,Consultants,1,Female,1,Divorced,2782,0,Yes,13,3,52.0,6,3,2,5,3,4,3
2245,38,No,Travel_Frequently,Consultants,4,Female,1,Single,5980,6,Yes,12,3,50.0,17,2,3,15,7,4,12
4978,34,No,Travel_Rarely,Consultants,4,Female,1,Single,4381,1,No,11,3,40.0,6,3,3,6,5,1,3
2669,35,No,Travel_Rarely,Sales,4,Female,4,Married,2572,1,No,16,3,40.0,3,1,2,3,2,0,2
5941,30,No,Travel_Rarely,Consultants,3,Male,3,Married,3833,3,No,21,4,40.0,7,2,3,2,2,0,2
2983,40,No,Travel_Frequently,Consultants,2,Female,2,Married,4244,1,No,24,4,40.0,8,2,3,8,7,3,7
1672,34,No,Travel_Rarely,Sales,2,Female,1,Married,6500,5,No,17,3,40.0,6,1,3,3,2,1,2
6688,42,No,Travel_Frequently,Consultants,3,Male,4,Divorced,18430,1,No,13,3,40.0,24,4,2,24,7,14,9
8018,23,Yes,Travel_Rarely,Consultants,3,Male,1,Married,1601,1,Yes,21,4,50.0,1,2,3,0,0,0,0
7071,24,No,Non-Travel,Consultants,3,Male,2,Divorced,2694,1,No,11,3,40.0,1,4,3,1,0,0,0
2129,52,No,Travel_Rarely,Consultants,4,Female,3,Married,3149,8,No,20,4,40.0,9,3,3,5,2,1,4
9289,50,No,Travel_Rarely,Consultants,3,Male,3,Married,17639,5,No,16,3,40.0,30,3,3,4,3,0,3
6590,29,Yes,Travel_Rarely,Consultants,2,Female,1,Married,2319,1,Yes,11,3,50.0,1,1,3,1,0,0,0
1207,33,No,Travel_Rarely,Consultants,3,Male,3,Married,11691,0,No,11,3,40.0,14,3,4,13,9,3,7
7882,33,Yes,Travel_Rarely,Sales,3,Female,1,Single,5324,5,No,15,3,40.0,6,3,3,3,2,0,2
9031,47,No,Travel_Rarely,Consultants,2,Female,4,Married,16752,1,Yes,11,3,54.0,26,3,2,26,14,3,0
2729,36,No,Travel_Rarely,Consultants,3,Female,2,Married,5228,0,No,15,3,40.0,10,2,3,9,7,0,5
8102,29,No,Travel_Rarely,Consultants,2,Male,3,Married,2700,1,No,24,4,40.0,10,3,3,10,7,0,7
6934,58,Yes,Travel_Rarely,Consultants,4,Male,2,Single,19246,7,Yes,12,3,50.0,40,2,3,31,15,13,8
8532,35,No,Travel_Rarely,Consultants,4,Female,3,Single,2506,3,No,13,3,40.0,7,0,3,2,2,2,2
3506,42,No,Travel_Rarely,Consultants,2,Female,4,Married,6062,9,Yes,13,3,49.0,8,4,3,4,3,0,2
8135,28,Yes,Travel_Rarely,Consultants,4,Male,3,Single,4382,6,No,17,3,40.0,5,3,2,2,2,2,1
3885,36,No,Travel_Rarely,Business Operations,3,Male,2,Married,2143,4,No,13,3,40.0,8,2,3,5,2,0,4
5425,32,No,Travel_Rarely,Consultants,3,Female,3,Married,6162,1,No,12,3,40.0,14,3,3,14,13,6,8
8921,40,No,Travel_Frequently,Consultants,4,Male,3,Single,5094,6,No,14,3,40.0,10,6,3,1,0,0,0
8616,30,No,Travel_Rarely,Consultants,3,Female,4,Single,6877,5,Yes,24,4,51.0,12,4,2,0,0,0,0
8136,45,No,Travel_Rarely,Consultants,3,Female,3,Single,2274,1,No,14,3,40.0,1,3,3,1,0,0,0
5397,42,No,Travel_Rarely,Consultants,3,Male,2,Married,4434,1,No,13,3,40.0,10,3,2,9,8,7,8
6280,38,No,Travel_Frequently,Consultants,3,Male,1,Divorced,6288,2,No,15,3,40.0,13,3,2,4,3,1,2
5022,34,No,Travel_Frequently,Consultants,4,Female,4,Single,2553,1,No,16,3,40.0,6,3,3,5,2,1,3
2419,49,Yes,Travel_Rarely,Sales,3,Female,4,Married,7654,1,No,18,3,40.0,9,3,4,9,8,7,7
5569,55,Yes,Travel_Rarely,Sales,1,Male,4,Single,5160,4,No,16,3,40.0,12,3,2,9,7,7,3
8385,43,No,Travel_Rarely,Consultants,2,Male,1,Married,17159,6,No,24,4,40.0,22,3,3,4,1,1,0
4995,27,No,Travel_Rarely,Consultants,1,Male,4,Divorced,12808,1,Yes,16,3,47.0,9,3,3,9,8,0,8
8613,35,No,Travel_Rarely,Consultants,3,Male,3,Single,10221,3,No,21,4,40.0,17,3,4,8,5,1,6
9766,28,No,Travel_Rarely,Sales,4,Female,2,Married,4779,1,Yes,20,4,49.0,8,2,3,8,7,7,5
6511,34,No,Travel_Rarely,Business Operations,2,Male,4,Married,3737,0,No,19,3,40.0,4,1,1,3,2,0,2
1470,26,Yes,Travel_Frequently,Consultants,2,Female,3,Married,2366,1,Yes,14,3,52.0,8,2,3,8,7,1,7
9098,27,No,Non-Travel,Consultants,3,Male,4,Married,1706,1,No,11,3,40.0,0,6,2,0,0,0,0
6325,51,No,Travel_Rarely,Sales,4,Female,3,Married,16307,2,No,14,3,40.0,29,2,2,20,6,4,17
3979,44,No,Travel_Rarely,Consultants,3,Male,2,Single,5933,9,No,12,3,40.0,10,2,2,5,2,2,3
8988,25,No,Travel_Rarely,Consultants,1,Male,1,Single,3424,7,No,13,3,40.0,6,3,2,4,3,0,1
4475,33,No,Travel_Rarely,Sales,3,Male,1,Divorced,4037,1,No,22,4,40.0,9,5,3,9,8,0,8
6813,35,No,Travel_Rarely,Consultants,1,Female,1,Single,2559,1,No,11,3,40.0,6,3,2,6,5,1,1
5232,36,No,Travel_Rarely,Sales,2,Male,4,Married,6201,1,Yes,14,3,51.0,18,1,2,18,14,4,11
6576,32,No,Travel_Rarely,Sales,4,Male,4,Divorced,4403,2,No,11,3,40.0,8,3,2,5,2,0,3
5581,30,No,Travel_Frequently,Consultants,4,Male,4,Divorced,3761,9,No,12,3,40.0,10,3,2,5,4,0,3
5526,53,No,Travel_Rarely,Sales,2,Female,4,Married,10934,7,Yes,18,3,48.0,35,3,3,5,2,0,4
1166,45,No,Travel_Rarely,Sales,3,Male,1,Divorced,10761,4,Yes,12,3,49.0,18,2,3,5,4,0,2
4130,32,No,Travel_Rarely,Consultants,2,Female,3,Married,5175,5,No,12,3,40.0,9,3,2,5,3,1,3
2402,52,No,Travel_Frequently,Consultants,4,Female,4,Married,13826,3,No,22,4,40.0,31,3,3,9,8,0,0
4954,37,No,Travel_Rarely,Sales,4,Male,3,Divorced,6334,4,No,19,3,40.0,9,2,3,1,0,0,0
9655,28,No,Travel_Rarely,Business Operations,2,Male,4,Divorced,4936,1,No,13,3,40.0,6,6,3,5,1,0,4
9687,22,No,Travel_Rarely,Consultants,2,Male,4,Married,4775,6,No,22,4,40.0,4,2,1,2,2,2,2
4937,44,No,Travel_Rarely,Consultants,4,Male,4,Married,2818,2,Yes,24,4,55.0,10,2,2,3,2,0,2
8800,42,No,Travel_Frequently,Consultants,1,Male,4,Single,2515,5,Yes,14,3,49.0,8,2,3,2,1,2,2
9041,36,No,Travel_Rarely,Business Operations,3,Male,1,Married,2342,0,No,21,4,40.0,6,3,3,5,4,0,3
8342,25,No,Travel_Rarely,Sales,1,Male,1,Married,4194,1,Yes,18,3,48.0,5,3,3,5,3,0,3
1282,35,No,Travel_Rarely,Consultants,3,Female,3,Married,10685,1,Yes,20,4,49.0,17,2,3,17,14,5,15
2524,35,Yes,Travel_Frequently,Consultants,4,Female,2,Divorced,2022,1,Yes,19,3,54.0,10,3,2,10,2,7,8
5820,32,No,Non-Travel,Consultants,3,Male,4,Divorced,2314,0,No,12,3,40.0,4,2,3,3,0,0,2
4630,25,No,Travel_Rarely,Sales,1,Male,1,Married,4256,1,No,12,3,40.0,5,1,4,5,2,0,3
7625,49,No,Travel_Rarely,Consultants,3,Female,1,Married,3580,2,No,16,3,40.0,7,2,3,4,2,0,2
4986,24,No,Non-Travel,Consultants,1,Male,4,Married,3162,0,No,17,3,40.0,6,2,2,5,2,3,4
6016,32,No,Travel_Frequently,Sales,2,Male,2,Married,6524,1,No,14,3,40.0,10,3,3,10,8,5,3
7046,38,No,Travel_Rarely,Sales,3,Male,2,Married,2899,0,No,19,3,40.0,3,3,3,2,2,1,2
8753,42,No,Travel_Rarely,Consultants,3,Female,4,Married,5231,2,Yes,13,3,52.0,17,1,2,5,3,1,3
6632,31,No,Travel_Rarely,Consultants,4,Male,4,Married,2356,3,Yes,19,3,49.0,8,2,3,6,4,0,2
7971,29,Yes,Travel_Rarely,Sales,3,Female,3,Divorced,2800,6,Yes,19,3,51.0,5,3,3,3,2,0,2
6419,53,No,Travel_Rarely,Sales,3,Male,4,Married,11836,5,No,14,3,40.0,28,3,3,2,0,2,2
6764,35,No,Travel_Rarely,Consultants,3,Male,2,Married,10903,3,No,16,3,40.0,16,2,3,13,10,4,8
8434,37,No,Travel_Frequently,Sales,2,Female,4,Married,2973,5,No,15,3,40.0,10,3,3,5,4,0,0
5438,53,No,Travel_Rarely,Consultants,4,Female,4,Single,14275,6,No,18,3,40.0,33,0,3,12,9,3,8
6023,43,No,Travel_Frequently,Consultants,3,Female,4,Married,5562,4,No,13,3,40.0,12,2,2,5,2,2,2
5118,47,No,Travel_Rarely,Sales,2,Female,4,Married,4537,0,Yes,22,4,49.0,8,2,3,7,6,7,7
4777,37,No,Non-Travel,Sales,2,Male,2,Single,7642,1,Yes,13,3,49.0,10,2,3,10,0,0,9
2976,50,No,Non-Travel,Consultants,4,Male,1,Divorced,17924,1,No,11,3,40.0,31,3,3,31,6,14,7
4155,39,No,Travel_Rarely,Business Operations,3,Female,4,Married,5204,8,No,11,3,40.0,13,2,3,5,4,0,4
6169,33,No,Travel_Rarely,Business Operations,2,Male,2,Divorced,2277,3,Yes,11,3,47.0,7,4,4,4,3,0,3
2958,32,Yes,Travel_Rarely,Consultants,4,Male,4,Single,2795,1,Yes,24,4,63.0,1,2,1,1,0,0,1
4033,29,No,Travel_Rarely,Consultants,1,Female,4,Divorced,2532,6,No,14,3,40.0,8,5,3,4,3,0,3
4138,44,No,Travel_Rarely,Consultants,2,Male,1,Married,2559,1,Yes,13,3,48.0,8,0,3,8,7,7,1
4545,28,No,Travel_Rarely,Sales,4,Male,4,Single,4908,1,No,14,3,40.0,4,3,3,4,2,0,2
8933,58,Yes,Travel_Frequently,Consultants,1,Male,4,Divorced,2380,9,Yes,14,3,54.0,3,3,2,1,0,0,0
5530,43,No,Travel_Rarely,Consultants,3,Female,2,Divorced,4765,4,No,21,4,40.0,4,2,4,1,0,0,0
5636,20,Yes,Travel_Rarely,Sales,3,Female,3,Single,2044,1,No,13,3,40.0,2,3,2,2,2,0,2
2647,21,Yes,Travel_Rarely,Consultants,1,Female,4,Single,2693,1,No,19,3,40.0,1,3,2,1,0,0,0
4180,36,No,Travel_Rarely,Consultants,1,Male,4,Married,6586,0,Yes,17,3,51.0,17,2,2,16,8,4,11
5853,47,No,Travel_Rarely,Sales,4,Female,4,Single,3294,1,Yes,18,3,53.0,3,3,2,3,2,1,2
4727,22,Yes,Travel_Rarely,Consultants,1,Female,3,Married,4171,0,Yes,19,3,49.0,4,3,4,3,2,0,2
6912,41,Yes,Travel_Rarely,Consultants,4,Female,4,Divorced,2778,4,Yes,13,3,57.0,10,1,2,7,7,1,0
3939,28,No,Travel_Rarely,Consultants,3,Female,3,Divorced,2377,5,No,18,3,40.0,6,2,3,2,2,2,2
5952,39,Yes,Travel_Rarely,Consultants,3,Male,1,Married,2404,7,Yes,21,4,70.0,8,2,1,2,2,2,2
1231,27,No,Travel_Rarely,Consultants,3,Female,3,Single,2318,1,No,19,3,40.0,1,2,3,1,1,0,0
3073,34,No,Travel_Rarely,Consultants,3,Male,2,Divorced,2008,1,No,14,3,40.0,1,3,3,1,0,1,0
5494,42,No,Travel_Rarely,Sales,2,Female,3,Single,6244,7,No,17,3,40.0,10,6,3,5,4,0,3
1745,33,No,Travel_Rarely,Consultants,4,Male,1,Single,2799,3,Yes,11,3,48.0,6,1,3,3,2,0,2
1893,58,No,Travel_Rarely,Consultants,3,Female,2,Divorced,10552,2,Yes,13,3,50.0,24,3,3,6,0,0,4
5786,31,No,Travel_Rarely,Sales,4,Male,3,Married,2329,3,No,15,3,40.0,13,2,4,7,7,5,2
